headline,sentiment
"In future , the company intends to look for knowhow from outside the company and to cooperate with other actors in the sector .",1
Industry Investment is very interested in Glaston s solar energy projects .,1
It is now the leading private road ambulance service company in Finland .,1
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",1
"Kone s factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",1
Last year SysOpen Digia invested in IBM product knowhow in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,1
" ADP News   Oct 1 , 2008  Finnish consulting and engineering company Poyry Oyj  OMX  POY1V  said today it was awarded a EUR 5.2 million  USD 7.4 m  extension to their existing consultancy engineering contract with Venezuel",1
" ADP News   Oct 31 , 2008  Finnish food company Raisio Oyj  OMX  RAIVV  said today that its net profit jumped to EUR 16.4 million  USD 20.9 m  for the first nine months of 2008 from EUR 1.1 million for the same period of 2",1
" ADP News   Sep 30 , 2008  Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million  EUR 1.3 m  order to deliver its StoneGate network security products to an unnamed Russian te",1
"Meanwhile , ElectrowattEkono Philippines , Inc. was also awarded a threeyear operation and maintenance  OM  contract by FR Cement Corporation .",1
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",1
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",1
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",1
NORDIC BUSINESS REPORT26 June 2006Metso Corporation wins EUR50m equipment order in Australia  19982006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday  26 June  that it has received a EUR50m equipment order in Australia .,1
"Of the sales price , a sales gain of some 3.1 mln euro   4.5 mln  will be recognized in Incap s earnings for 2007 .",1
Outotec s net profit for the second quarter of 2007 jumped to 16.8 mln euro   23.1 mln  from 4.6 mln euro   6.3 mln  a year ago .,1
Panostaja Oyj s  Panostaja  Board of Directors decided on 16 December 2010 on a new longterm incentive and commitment plan for members of the management team .,1
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",1
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,1
"Profitability  EBIT percent  was 13.9 percent , compared to 13.1 percent in the previousyear period .",1
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,1
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",1
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",1
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",1
SKF 6 April 2010  Alandsbanken has given a  buy  recommendation on Swedish industrial company SKF AB  STO  SKF B  with a share price target of SEK150 .,1
Sony Ericsson and Nokia dominated the list of bestselling handsets with five models each .,1
"Speaking to justdrinks today , a spokesperson for Olvi said   We have performed very well in all four countries we operate in  namely , Finland , Estonia , Latvia and Lithuania . ",1
Sports equipment sales also progressed well owing to the prolonged winter season .,1
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,1
TELE2 Affarsvarlden gave a  buy  recommendation on mobile operator Tele2 AB and a share price target of 142 crowns   23.54  15.19 euro  .,1
That topped consensus forecasts for earnings of 0.21 euros a share .,1
The acquisition of Kaupthing Sverige will bring a significant positive nonrecurring addition to the group s performance .,1
The acquisition will have an immediate positive impact on Aspocomp s financial result .,1
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,1
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",1
"The broker has initiated both Palfinger AG and Konecranes OYJ with  buy  recommendations , with 51 and 42 eur price targets respectively .",1
"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said .",1
The companies have agreed on longterm cooperation to mechanise harvesting in Stora Enso s eucalyptus plantations in Southern China .,1
The company aims to maintain this trend in profitability during the current year .,1
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,1
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035foot summit to surf the Internet and even send videos of their exploits .",1
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest s Global 100 list of the world s most sustainable corporations .,1
"The company s goal is to achieve annual savings of EUR 2 million  USD 2.7 m  , of which two thirds are to be realized in 2010 .",1
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,1
The company will also be compensated for acting as a reserve batch plant .,1
The Group also has a strong global position in other fishing categories .,1
The Group s cash flow from operations will be positive .,1
The mill has long traditions and holds an established position in the markets .,1
"The move is aimed at boosting sales , costefficiency and market share in Finland .",1
"The original name Componenta ml , as a subsidiary of the Finnish Componenta Group , has been changed to ml Components and the company has seen a 63 percent growth in Q1 2010 , in comparison to Q1 2009 .",1
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,1
"The pilot project proved that RIFD technology is ideal for our purposes  , comments Olli Saarinen , Material Handling Supervisor at Yara .",1
"The planned facility , estimated to cost around  814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil  RSPO  .",1
This combined with foreign investments creates interesting opportunities for Solteq .,1
"This is Done Logistics  largest order in Norway , the diversified group said .",1
This resulted in improved sales figures in Sweden .,1
"Under the agreement GeoSentric will provide GyPSiipowered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",1
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",1
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,1
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",1
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",1
We are now in a position to pursue novel clinical candidates going forward . ,1
 UPMKymmene upgraded to  inline  from  underperform  by Goldman Sachs .,1
 Consumers have very well received our packed fresh meat .,1
 Demand for sports equipment was good in 2005 .,1
" Last year , Finnair recorded a 32.6percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ",1
 The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,1
 The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1
" The new structure provides better communication , faster decisionmaking and cost savings ,  Proha said .",1
" This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1
 We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,1
" We have tailored our solutions to meet Solel s technical requirements , and the result is both costeffective manufacturing and highestquality reflectors . ",1
 We ve been feeling quite positive about the region as a whole .,1
21 December 2010  Finnish industrial machinery company Wartsila Oyj Abp HEL  WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL  EIOF .,1
Finlan s listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,1
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",1
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,1
Finnish Cargotec s Kalmar has received a significant order from the US Department of Defense .,1
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,1
"Finnish Pyry has been awarded an engineering contract by CFR , the national railway company of Romania .",1
"According to a report by Neomarkka , Kuitu Finland s customers are interested in buying the company s products when it restarts production .",1
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",1
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,1
CEO Erkki Jrvinen is happy with the company s performance in 2010 .,1
Deliveries have started and the network will be ready for a launch soon .,1
"Earnings per share for the quarter were also higher yearonyear at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",1
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",1
"Estonian telecoms company Elisa s customer numbers cross 400,000 TALLINN , Oct 22 , BNS  The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",1
"Exel Composites  longterm growth prospects remain favourable , however .",1
fi is developing cooperation in keyword advertising with Microsoft .,1
"Finnish construction group Lemminkainen Oyj HEL  LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",1
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,1
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",1
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",1
Incap and Lankapaja aim to enter into actual agreement to transfer the sheetmetal production to the buyer in February in order to complete the transfer on 1 March 2011 .,1
Mr Kivimeister said John Deer former Timberjack stands to win in the situation  it controls around 60 percent of Estonia s forest machinery market .,1
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,1
Nordea sees a return to positive growth for the Baltic countries in 2011 .,1
Operating profit improved by 16.7 percent to EUR 7.7 mn .,1
Operating profit improved by 39.9 percent to EUR 18.0 mn from EUR12 .8 mn .,1
Operating profit improved by 44.0 percent to ER 4.7 mn from EUR 3.3 mn in 2004 .,1
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,1
Outokumpu s chief executive Juha Rantanen expressed his confidence in China market .,1
"Previously , the company anticipated its operating profit to improve over the same period .",1
Productional situation has now improved .,1
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,1
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",1
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",1
Strong growth has continued also in China .,1
Synergy benefits will start to materialise in the second quarter .,1
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360degree immersive camera product line and Teleste s enterprise video management systems .,1
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient ,  says development manager Juha Malkia from VR Cargo .",1
The  buy  recommendation was reiterated .,1
The aim is to achieve EUR 2.5 mn yearly savings .,1
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,1
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",1
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,1
The EPS improved to EUR0 .38 from EUR0 .27 .,1
The expansion aims to attract new customers both in Finland and abroad .,1
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the BuenavistaCuautitlan suburban railway .,1
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division s results , as of fiscal year 2008 .",1
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division s result , starting from fiscal year 2007 .",1
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,1
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",1
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,1
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for OriolaKD , supports the Finnish company s strategy to focus on pharmaceutical wholesale and retail operations .",1
The stock of new machines is reasonably small and new orders bring work .,1
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinclead project in Kazakhstan .,1
These companies will be able to keep their market positions .,1
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,1
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",1
The world s biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company s operations resulting in annual savings of some euro200 million US 240 million .,1
These moderate but significant changes resulted in a significant 2432 percent reduction in the estimated CVD risk .,1
Uponor improved its performance in spite of the decrease in residential construction in the US .,1
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",1
"About Marubeni Marubeni Corporation TSE  8002  ADR  MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan s leading general trading houses .",1
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",1
"Fiskars , the World s  1 Scissors Brand TM , recently won Learning  Magazine s 2011 Teachers  Choice Award for the Classroom .",1
He believes that the soyoats have a good chance of entering the UK market .,1
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says   We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",1
"Last year , Lemminkainen completed the Kouvola Ksupermarket contract .",1
"Metrics in QPR ScoreCard now support date , text and milestonebased values , which improve its support for managing projects around performance or processrelated content .",1
Other carriers and handset makers spin it as a positive event that will raise interest for higherend phones and pricier data plans .,1
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",1
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a technopark in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",1
"Tekla Structures BIM Building Information Modeling software is being developed according to a longterm plan of improved user experience , process , and functionality .",1
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,1
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",1
"The services also give the supplier opportunity to keyin invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",1
This is the second successful effort for the financial investor this year .,1
 Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB  AFFECTO LIETUVA  for financial systems software package .,1
" For Nordea , moving into the new headquarters signifies the beginning of a new era .",1
" I m happy with the outcome ,  Sneed said after the hearing .",1
" Installation of the automatic varnishing line is an important part of the company s strategy in the region of central and eastern Europe ,  said Jozef Misurec , the director of Ruukki Slovakia .",1
 It allows the young child to move forward with his life . ,1
" Our decision and resolve on MeeGo is only stronger ,  she continued .",1
1 November 2010  Finnish textile and clothing company Marimekko Oyj  HEL  MMO1V  announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc  TYO  8029  .,1
A new production line is being completed for the contract production of hormone treatments .,1
About Elcoteq Elcoteq SE is a leading electronics manufacturing services  EMS  company in the communications technology field .,1
About Nokia Nokia is a pioneer in mobile telecommunications and the world s leading maker of mobile devices .,1
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn shortterm funding with its leading investor .",1
Finnish Raisio  Diagnostics  is launching new DNAbased quick tests to ensure the safety of food .,1
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employeremployee negotiations at its Tampere plant in Finland to lay off about 25 employees .",0
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",0
"According to the company , staff will be laid off temporarily when necessary .",0
Altia s operating profit jumped to EUR 47 million from EUR 6.6 million .,1
Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,1
As a result of the negotiations the employment of 130 blue  and whitecollar employees at the Oulu plant would be terminated .,0
Atria Group is a leading Scandinavian meat products group .,1
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",1
"BG AD , Bulgaria s leading Internet company .",1
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,1
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",1
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ",1
Finnish automation solutions developer Cencorp Corporation  OMX Helsinki  CNC1V  said on Friday  27 June  that it has completed employee negotiations regarding a reorganisation of its operations .,1
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries  MHI  for an undisclosed sum .",1
"Furthermore , our fully electrically driven cranes are environmentally friendly .",1
Grapevine city officials in September approved  35 million in tax rebates and grants for the expansion .,1
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,1
"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",1
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",1
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,1
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellowandblue next week .",1
 IH  in a move to enhance growth .,1
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot  NYSE  HD  , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary  in a single day .",1
NASDAQlisted Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,1
"Nordea Bank  STO  NDA  and Sampo Bank have helped Finnish real estate investment company Sponda  HEL  SDA1V  place a EUR100m  USD125 .4 m  domestic bond , the company said Friday .",1
"OLeary s Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",1
One attractive factor about the tablets for media companies is that they provide a new way of making money .,1
One of Uponor s promising future products is a hydronic cooling system .,1
"Our strong company brands  ESL Shipping , Leipurin , Telko and Kaukomarkkinat  aim to be the market leaders in their sectors .",1
"Overall , 50 percent of respondents were confident about their security when banking online .",1
Poyry is recognized as one of the world s leading advisors to the global forestry industry .,1
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,1
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,1
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,1
"Russia s top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",1
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in midJuly .,1
Technopolis is Europe s leading operator of technoparks .,1
The company s strength is its Apetit brand .,1
"The competition was received with great enthusiasm by the employees , he goes on .",1
The effect of the savings will be noticeable as of the beginning of 2010 .,1
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,1
The shopping center will have a prime location right next to the Myllypuro metro station .,1
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,1
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,1
Through this transaction we are able to participate in developing the industry .,1
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a Dpad  an upgrade clickhappy S60 has needed forever .",1
UPMKymmene is one of the world s leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,1
"We warmly welcome him to Satama  , states Jussi Lansio , chairman of the Board .",1
" Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation ,  says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki s customer .",1
 I warmly welcome Michael Frei to Outotec .,1
" The acquisition of Sampo Bank makes strategic sense for DB ,  says Lindsey Liddell , director of Fitch Ratings s Financial Institutions Group .",1
 The CHF is a great product .,1
" The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago ,  said Pankaj Kedia , director of global ecosystem programs for Intel Corp. s Ultra Mobility Group .",1
" We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",1
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,1
A realignment of interests in the sector is clearly under way .,1
"Finnish construction company YIT Corporation is planning to build about 200 highquality holiday homes near the Tahko ski and spa resort , in Finland .",1
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",1
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis ,  says Matti Leminen , President of Anttila Oy .",1
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies  presence in Russia and other CEE countries , Stockmann said Monday .",1
"Finnish software and hardware developer Elektrobit Oyj HEL  EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",0
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",1
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",1
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",1
"Kaido Kaare , general director for Atria Eesti , says the company s investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",1
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",1
"On the other hand , Finnish sawmills  production has decreased even more .",0
"One of the installed elevators will be a doubledeck elevator , which enables more efficient use of the building s core space .",1
"Renzo Piano s building design will be a wonderful addition to London s skyline ,  says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",1
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,1
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,1
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,1
The company s advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,1
The deal strengthens Ramirent s position especially in the industrial sector and in large investment projects .,1
"The most loyal customers were found in the Bank of land , with an index of 8.0 .",1
The pipeline is strong .,1
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",1
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS  RTKM .",1
This is the first time Finnair has been awarded an agreement with the UK government .,1
UPMKymmene has generated four consecutive quarters of positive Free Cash Flow .,1
UPMKymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,1
UPMKymmene has generated thirtyone consecutive quarters of positive EBITDA .,1
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",1
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",1
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",1
Viking Line head Jan Kaarstroem told TT that his company s ferries were well equipped to handle ice and that all the passengers were safe .,1
Finnish plumbing and heating systems supplier Uponor Corporation  OMX Helsinki  UNR1V  said on Tuesday  12 August  that its board of directors has authorised the management to proceed with a companywide cost reduction program .,1
"Net sales of Finnish Sanoma Learning  Literature , of Finnish media group Sanoma , decreased by 3.6 percent in JanuaryJune 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",0
"Employing 112 in Finland and 280 abroad , the unit recorded firstquarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",0
"JP Morgan expects that Scala will lower Nobel Biocare s growth forecast for 2007 from the current guidance of 2325 pct , as well as the operating margin target from the current 3435 pct .",0
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 percent yearonyear last month .",0
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",0
"Profitability  EBIT percent  was 13.6 percent , compared to 14.3 percent in Q2 2009 .",0
"Several large stocks tacked lower , however .",0
"The company booked AprilJune new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",1
Sales of midstrength beer decreased by 40 percent .,0
"TeliaSonera s underlying results however included 457 mln skr in positive oneoffs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",0
Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,1
EuroChem Head of Corporate Finance Alexander Gavrilov said   I am pleased that we have once again confirmed that EuroChem is able to attract longterm funds at attractive rates .,1
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",1
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ",1
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",1
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobileinspired sentiments .",1
" Following last year s good profit development , we have entered the current year in a good position .",1
"HELSINKI Thomson Financial Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",1
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro  21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",1
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",1
It will focus on improving its profitability next year by streamlining operations .,1
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decisionmaking processes more clear .",1
Mr Lee said he hoped that Neste s move will  pave the way for more collaboration projects between our two countries  .,1
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,1
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,1
"The core of Solidium s investment strategy is proper , value enhancing asset management of the current holdings .",1
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",1
"The GeoSolutions technology will leverage Benefon s GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",1
"The stock is trading above both its MAPs and the 50day MAP of SEK72 .983 is higher than the 200day MAP of SEK70 .283 , a bullish indicator .",1
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,1
"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",1
ABB Deutsche Bank upgraded its recommendation on SwissSwedish engineering group ABB Ltd. to  Buy  from  Hold  .,1
" I am very pleased and proud of our performance last year ,  Chief Executive Juha Rantanen said in a statement .",1
" I m pleased to receive the Nomination Committee s request and confidence ,  says Jon Risfelt .",1
 Our design team has long admired Marimekko s vivid patterns and colors .,1
" Overall , we re pleased with the startup curve ... and we re pleased with the quality of the paper ,  Stora spokeswoman Patricia Dietz said Tuesday .",1
 We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ,1
" We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States ,  said Gray Swoope , executive director of MDA .",1
" We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE ,  said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group  Vinachem  was signed on this occasion .,1
"Also , it is bringing in  the right kind of people  to upgrade its human resources .",1
"At the seminar , a memorandum of understanding on cooperation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",1
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",1
EuroChem CFO Andrey Ilyin said   This facility marks another important step for EuroChem in securing the longterm financing necessary for our potash and other strategic projects  .,1
"HELSINKI  Thomson Financial   Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",1
